purchase_date,category,sub_category,quantity,price,promo_code,total_price,sales_after_promo
2022-11-25,Fashion Wanita,Cardigan Wanita,3,99000,GRATIS_ONGKIR,297000,292000
2022-11-25,Make-up,Bedak Wajah,3,159000,NOT_USED,477000,
2022-11-25,Make-up,Bedak Wajah,1,24225,NOT_USED,24225,
2022-11-25,Fashion Wanita,Hoodie Wanita,2,98500,NOT_USED,197000,
2022-11-25,Kitchen Equipment,Regulator & Penghemat Gas,2,161999,NOT_USED,323998,
2022-11-25,Fashion Pria,Vest Pria,2,150000,NOT_USED,300000,
2022-11-25,Electronics,Mesin Hitung Uang,3,1099900,GRATIS_ONGKIR,3299700,3294700
2022-11-25,Fashion Pria,Jaket Pria,2,64500,NOT_USED,129000,
2022-11-25,Medicine,Obat Herbal,3,115999,NOT_USED,347997,
2022-11-25,Make-up,Foundation,3,49875,GRATIS_ONGKIR,149625,144625
2022-11-26,Electronics,Mesin Jilid,2,52700,GRATIS_ONGKIR,105400,100400
2022-11-26,Fashion Pria,Jaket Pria,2,224000,GRATIS_ONGKIR,448000,443000
2022-11-26,Kitchen Equipment,Regulator & Penghemat Gas,3,160000,NOT_USED,480000,
2022-11-26,Kitchen Equipment,Pompa Galon,3,26000,NOT_USED,78000,
2022-11-26,Medicine,Obat Kulit,3,168999,NOT_USED,506997,
2022-11-26,Medicine,Obat Sakit Kepala & Demam,2,70800,NOT_USED,141600,
2022-11-26,Electronics,Laser Pointer,2,169000,GRATIS_ONGKIR,338000,333000
2022-11-26,Fashion Wanita,Sweater Wanita,2,69000,NOT_USED,138000,
2022-11-26,Fashion Wanita,Blazer Wanita,2,65000,NOT_USED,130000,
2022-11-26,Make-up,Face Primer,1,179000,NOT_USED,179000,
2022-11-26,Fashion Pria,Hoodie  Pria,3,199999,NOT_USED,599997,
2022-11-26,Electronics,Mesin Laminating,1,79950,GRATIS_ONGKIR,79950,74950
2022-11-26,Fashion Wanita,Jacket Wanita,2,138500,GRATIS_ONGKIR,277000,272000
2022-11-26,Medicine,Obat Lainnya,2,14800,GRATIS_ONGKIR,29600,24600
2022-11-26,Kitchen Equipment,Pompa Galon,2,28500,NOT_USED,57000,
2022-11-26,Fashion Wanita,Cardigan Wanita,2,62400,NOT_USED,124800,
2022-11-26,Medicine,Obat Asma,1,93000,NOT_USED,93000,
2022-11-26,Fashion Pria,Hoodie  Pria,2,195000,NOT_USED,390000,
2022-11-26,Kitchen Equipment,Timbangan Dapur,1,23200,GRATIS_ONGKIR,23200,18200
2022-11-26,Make-up,Cushion,1,168750,NOT_USED,168750,
2022-11-26,Electronics,Mesin Hitung Uang,3,894000,NOT_USED,2682000,
2022-11-26,Medicine,Obat Sakit Kepala & Demam,1,70800,NOT_USED,70800,
2022-11-26,Fashion Wanita,Cardigan Wanita,3,142000,NOT_USED,426000,
2022-11-26,Fashion Wanita,Blazer Wanita,2,37500,NOT_USED,75000,
2022-11-26,Medicine,Obat Lainnya,3,129500,NOT_USED,388500,
2022-11-26,Electronics,Layar Proyektor,1,110000,NOT_USED,110000,
2022-11-26,Medicine,Obat Batuk & Pilek,1,25500,GRATIS_ONGKIR,25500,20500
2022-11-26,Kitchen Equipment,Timbangan Dapur,1,23200,NOT_USED,23200,
2022-11-26,Electronics,Mesin Absensi,1,19000,GRATIS_ONGKIR,19000,14000
2022-11-26,Medicine,Obat Lainnya,3,14800,GRATIS_ONGKIR,44400,39400
2022-11-26,Fashion Pria,Jaket Pria,2,165500,GRATIS_ONGKIR,331000,326000
2022-11-26,Fashion Pria,Jaket Pria,2,199900,NOT_USED,399800,
2022-11-26,Make-up,Bedak Wajah,3,149650,GRATIS_ONGKIR,448950,443950
2022-11-26,Fashion Pria,Jaket Pria,2,65000,GRATIS_ONGKIR,130000,125000
2022-11-26,Fashion Pria,Hoodie  Pria,2,150000,GRATIS_ONGKIR,300000,295000
2022-11-26,Fashion Wanita,Vest Wanita,1,150000,GRATIS_ONGKIR,150000,145000
2022-11-26,Make-up,Foundation,3,166500,NOT_USED,499500,
2022-11-27,Make-up,Face Primer,1,84150,NOT_USED,84150,
2022-11-27,Medicine,Obat Lainnya,1,50000,NOT_USED,50000,
2022-11-27,Medicine,Obat Sakit Kepala & Demam,2,70800,GRATIS_ONGKIR,141600,136600
2022-11-27,Medicine,Obat Kulit,1,31000,GRATIS_ONGKIR,31000,26000
2022-11-27,Make-up,Foundation,3,98750,NOT_USED,296250,
2022-11-27,Electronics,Mesin Penghancur Kertas,1,1699000,NOT_USED,1699000,
2022-11-27,Fashion Pria,Hoodie  Pria,2,199999,NOT_USED,399998,
2022-11-27,Fashion Wanita,Cardigan Wanita,1,69900,GRATIS_ONGKIR,69900,64900
2022-11-27,Medicine,Obat Kulit,2,175000,GRATIS_ONGKIR,350000,345000
2022-11-27,Medicine,Obat Herbal,1,84645,NOT_USED,84645,
2022-11-27,Medicine,Obat Kulit,2,168999,GRATIS_ONGKIR,337998,332998
2022-11-27,Fashion Pria,Sweater Pria,3,76000,NOT_USED,228000,
2022-11-27,Electronics,Mesin Absensi,2,415000,NOT_USED,830000,
2022-11-27,Make-up,Foundation,2,166500,NOT_USED,333000,
2022-11-27,Make-up,Face Primer,2,84150,GRATIS_ONGKIR,168300,163300
2022-11-27,Fashion Wanita,Vest Wanita,3,35500,GRATIS_ONGKIR,106500,101500
2022-11-27,Electronics,Mesin Absensi,2,415000,NOT_USED,830000,
2022-11-27,Kitchen Equipment,Dispenser Air,1,1659000,NOT_USED,1659000,
2022-11-27,Make-up,Concealer & Color Corrector,1,64150,NOT_USED,64150,
2022-11-27,Make-up,Bedak Wajah,2,65700,NOT_USED,131400,
2022-11-27,Electronics,Mesin Jilid,1,59999,GRATIS_ONGKIR,59999,54999
2022-11-27,Kitchen Equipment,Pompa Galon,3,110000,GRATIS_ONGKIR,330000,325000
2022-11-27,Medicine,Obat Herbal,1,80000,GRATIS_ONGKIR,80000,75000
2022-11-27,Fashion Pria,Jaket Pria,1,140000,GRATIS_ONGKIR,140000,135000
2022-11-27,Make-up,Cushion,1,19900,GRATIS_ONGKIR,19900,14900
2022-11-27,Electronics,Laser Pointer,3,159000,NOT_USED,477000,
2022-11-27,Medicine,Obat Sakit Kepala & Demam,3,10000,NOT_USED,30000,
2022-11-28,Medicine,Obat Lainnya,1,18455,NOT_USED,18455,
2022-11-28,Fashion Pria,Jaket Pria,2,189900,NOT_USED,379800,
2022-11-28,Kitchen Equipment,Dispenser Air,3,1439000,NOT_USED,4317000,
2022-11-28,Kitchen Equipment,Timbangan Dapur,3,55000,GRATIS_ONGKIR,165000,160000
2022-11-28,Fashion Wanita,Blazer Wanita,3,65000,NOT_USED,195000,
2022-11-28,Electronics,Mesin Laminating,3,148520,NOT_USED,445560,
2022-11-28,Kitchen Equipment,Pompa Galon,2,61500,NOT_USED,123000,
2022-11-28,Make-up,Bedak Wajah,1,27000,NOT_USED,27000,
2022-11-28,Fashion Pria,Jaket Pria,1,169000,NOT_USED,169000,
2022-11-28,Fashion Pria,Sweater Pria,3,60500,NOT_USED,181500,
2022-11-28,Electronics,Mesin Kasir,3,275000,GRATIS_ONGKIR,825000,820000
2022-11-28,Electronics,Laser Pointer,1,55000,NOT_USED,55000,
2022-11-28,Kitchen Equipment,Water Purifier,2,449000,NOT_USED,898000,
2022-11-28,Fashion Wanita,Jaket Parka Wanita,2,88500,NOT_USED,177000,
2022-11-28,Kitchen Equipment,Dispenser Air,2,1439000,GRATIS_ONGKIR,2878000,2873000
2022-11-28,Fashion Pria,Jaket Pria,3,219000,GRATIS_ONGKIR,657000,652000
2022-11-28,Fashion Pria,Hoodie  Pria,2,199999,GRATIS_ONGKIR,399998,394998
2022-11-28,Make-up,Cushion,2,157250,NOT_USED,314500,
2022-11-28,Fashion Pria,Jaket Pria,1,65000,GRATIS_ONGKIR,65000,60000
2022-11-28,Make-up,Cushion,2,19900,GRATIS_ONGKIR,39800,34800
2022-11-29,Electronics,Laser Pointer,2,55000,NOT_USED,110000,
2022-11-29,Make-up,Bedak Wajah,1,29640,NOT_USED,29640,
2022-11-29,Medicine,Obat Sakit Kepala & Demam,3,15700,NOT_USED,47100,
2022-11-29,Make-up,Bedak Wajah,1,72680,GRATIS_ONGKIR,72680,67680
2022-11-29,Medicine,Obat Kulit,3,31000,NOT_USED,93000,
2022-11-29,Make-up,Face Primer,1,58000,GRATIS_ONGKIR,58000,53000
2022-11-29,Medicine,Obat Batuk & Pilek,2,69900,GRATIS_ONGKIR,139800,134800
2022-11-29,Medicine,Obat Alergi,1,27887,GRATIS_ONGKIR,27887,22887
2022-11-29,Kitchen Equipment,Pompa Galon,1,25000,GRATIS_ONGKIR,25000,20000
2022-11-29,Make-up,Foundation,1,135290,GRATIS_ONGKIR,135290,130290
2022-11-29,Fashion Pria,Jaket Pria,2,160000,NOT_USED,320000,
2022-11-29,Kitchen Equipment,Regulator & Penghemat Gas,1,104000,NOT_USED,104000,
2022-11-29,Electronics,Mesin Jilid,3,525,NOT_USED,1575,
2022-11-29,Make-up,Concealer & Color Corrector,1,139000,GRATIS_ONGKIR,139000,134000
2022-11-29,Medicine,Obat Alergi,3,33343,GRATIS_ONGKIR,100029,95029
2022-11-29,Fashion Pria,Vest Pria,3,39500,NOT_USED,118500,
2022-11-29,Make-up,Highlighter,1,33000,GRATIS_ONGKIR,33000,28000
2022-11-29,Make-up,Blush On,3,53000,GRATIS_ONGKIR,159000,154000
2022-11-29,Kitchen Equipment,Timbangan Dapur,2,299999,NOT_USED,599998,
2022-11-29,Medicine,Obat Sakit Kepala & Demam,1,70800,GRATIS_ONGKIR,70800,65800
2022-11-29,Fashion Wanita,Sweater Wanita,3,31500,GRATIS_ONGKIR,94500,89500
2022-11-29,Kitchen Equipment,Rak Dapur,2,279000,NOT_USED,558000,
2022-11-29,Electronics,Laser Pointer,1,159000,GRATIS_ONGKIR,159000,154000
2022-11-29,Electronics,Mesin Laminating,2,84690,GRATIS_ONGKIR,169380,164380
2022-11-29,Make-up,Setting Spray,1,157500,GRATIS_ONGKIR,157500,152500
2022-11-30,Medicine,Obat Lainnya,1,18455,GRATIS_ONGKIR,18455,13455
2022-11-30,Fashion Wanita,Cardigan Wanita,2,47000,GRATIS_ONGKIR,94000,89000
2022-11-30,Electronics,Mesin Absensi,2,480000,GRATIS_ONGKIR,960000,955000
2022-11-30,Fashion Wanita,Blazer Wanita,3,57500,NOT_USED,172500,
2022-11-30,Make-up,Cushion,2,189000,GRATIS_ONGKIR,378000,373000
2022-11-30,Kitchen Equipment,Pompa Galon,3,2380,NOT_USED,7140,
2022-11-30,Kitchen Equipment,Water Purifier,2,449000,GRATIS_ONGKIR,898000,893000
2022-11-30,Kitchen Equipment,Pompa Galon,1,2380,NOT_USED,2380,
2022-11-30,Fashion Wanita,Vest Wanita,2,150000,NOT_USED,300000,
2022-11-30,Fashion Pria,Jaket Pria,3,65000,GRATIS_ONGKIR,195000,190000
2022-11-30,Medicine,Obat Sakit Kepala & Demam,3,8622,NOT_USED,25866,
2022-11-30,Fashion Wanita,Vest Wanita,3,35500,NOT_USED,106500,
2022-11-30,Make-up,Setting Spray,1,157500,GRATIS_ONGKIR,157500,152500
2022-11-30,Electronics,Mesin Absensi,3,440000,GRATIS_ONGKIR,1320000,1315000
2022-11-30,Fashion Wanita,Cardigan Wanita,1,105000,GRATIS_ONGKIR,105000,100000
2022-11-30,Fashion Wanita,Cardigan Wanita,1,99000,GRATIS_ONGKIR,99000,94000
2022-11-30,Kitchen Equipment,Dispenser Air,1,1650020,NOT_USED,1650020,
2022-11-30,Medicine,Obat Sakit Kepala & Demam,2,15700,NOT_USED,31400,
2022-11-30,Medicine,Obat Batuk & Pilek,1,44900,NOT_USED,44900,
2022-11-30,Fashion Pria,Cardigan Pria,2,479000,NOT_USED,958000,
2022-11-30,Electronics,Kartu RFID,2,1400,NOT_USED,2800,
2022-11-30,Electronics,Mesin Penghancur Kertas,3,231000,GRATIS_ONGKIR,693000,688000
2022-11-30,Fashion Wanita,Vest Wanita,2,54900,NOT_USED,109800,
2022-11-30,Fashion Pria,Hoodie  Pria,1,199999,NOT_USED,199999,
2022-11-30,Fashion Pria,Jaket Pria,2,199999,GRATIS_ONGKIR,399998,394998
2022-12-01,Make-up,Setting Spray,2,131120,AWAL_GAJIAN,262240,247240
2022-12-01,Kitchen Equipment,Regulator & Penghemat Gas,1,94000,AWAL_GAJIAN,94000,79000
2022-12-01,Electronics,Mesin Jilid,1,41990,AWAL_GAJIAN,41990,26990
2022-12-01,Medicine,Obat Alergi,2,13135,GRATIS_ONGKIR,26270,21270
2022-12-01,Medicine,Obat Alergi,1,278500,GRATIS_ONGKIR,278500,273500
2022-12-01,Kitchen Equipment,Sarung Kulkas,3,35000,AWAL_GAJIAN,105000,90000
2022-12-01,Electronics,Laser Pointer,2,159000,NOT_USED,318000,
2022-12-01,Electronics,Mesin Hitung Uang,1,899900,AWAL_GAJIAN,899900,884900
2022-12-01,Fashion Wanita,Blazer Wanita,1,185000,AWAL_GAJIAN,185000,170000
2022-12-01,Fashion Wanita,Jacket Wanita,2,46000,AWAL_GAJIAN,92000,77000
2022-12-01,Medicine,Obat Alergi,3,26750,AWAL_GAJIAN,80250,65250
2022-12-01,Fashion Wanita,Blazer Wanita,1,139000,GRATIS_ONGKIR,139000,134000
2022-12-01,Fashion Wanita,Cardigan Wanita,1,142000,NOT_USED,142000,
2022-12-01,Medicine,Obat Batuk & Pilek,3,21500,AWAL_GAJIAN,64500,49500
2022-12-01,Make-up,Face Primer,2,39000,NOT_USED,78000,
2022-12-01,Medicine,Obat Kulit,3,175000,GRATIS_ONGKIR,525000,520000
2022-12-01,Electronics,Laser Pointer,1,128000,GRATIS_ONGKIR,128000,123000
2022-12-01,Fashion Pria,Jaket Pria,2,135000,AWAL_GAJIAN,270000,255000
2022-12-01,Medicine,Obat Herbal,3,65873,NOT_USED,197619,
2022-12-01,Medicine,Obat Kulit,1,31000,NOT_USED,31000,
2022-12-01,Medicine,Obat Kulit,2,31000,NOT_USED,62000,
2022-12-01,Kitchen Equipment,Sarung Kulkas,2,8950,GRATIS_ONGKIR,17900,12900
2022-12-01,Medicine,Obat Alergi,3,13135,AWAL_GAJIAN,39405,24405
2022-12-01,Fashion Wanita,Blazer Wanita,1,675000,GRATIS_ONGKIR,675000,670000
2022-12-01,Kitchen Equipment,Pompa Galon,2,9900,GRATIS_ONGKIR,19800,14800
2022-12-01,Fashion Pria,Jaket Pria,1,65000,AWAL_GAJIAN,65000,50000
2022-12-01,Medicine,Obat Lainnya,1,21724,NOT_USED,21724,
2022-12-01,Medicine,Obat Diabetes,2,195000,AWAL_GAJIAN,390000,375000
2022-12-01,Fashion Wanita,Vest Wanita,1,31500,AWAL_GAJIAN,31500,16500
2022-12-01,Kitchen Equipment,Regulator & Penghemat Gas,3,79000,AWAL_GAJIAN,237000,222000
2022-12-01,Medicine,Obat Lainnya,2,52000,NOT_USED,104000,
2022-12-02,Fashion Pria,Jaket Pria,2,224000,END_YEAR,448000,433000
2022-12-02,Make-up,Bedak Wajah,1,108750,END_YEAR,108750,93750
2022-12-02,Kitchen Equipment,Dispenser Air,2,1415000,GRATIS_ONGKIR,2830000,2825000
2022-12-02,Make-up,Foundation,2,36975,NOT_USED,73950,
2022-12-02,Make-up,Bedak Wajah,2,11990,NOT_USED,23980,
2022-12-02,Fashion Pria,Jaket Pria,1,159000,NOT_USED,159000,
2022-12-02,Fashion Pria,Jaket Pria,3,165500,GRATIS_ONGKIR,496500,491500
2022-12-02,Electronics,Mesin Laminating,2,199900,GRATIS_ONGKIR,399800,394800
2022-12-02,Make-up,Foundation,1,166500,END_YEAR,166500,151500
2022-12-02,Make-up,Foundation,2,147420,GRATIS_ONGKIR,294840,289840
2022-12-02,Make-up,Bedak Wajah,3,149650,NOT_USED,448950,
2022-12-02,Fashion Wanita,Vest Wanita,3,150000,GRATIS_ONGKIR,450000,445000
2022-12-02,Kitchen Equipment,Timbangan Dapur,1,57000,GRATIS_ONGKIR,57000,52000
2022-12-02,Electronics,Mesin Absensi,3,400000,GRATIS_ONGKIR,1200000,1195000
2022-12-02,Fashion Wanita,Cardigan Wanita,1,30000,NOT_USED,30000,
2022-12-02,Fashion Wanita,Vest Wanita,3,40500,NOT_USED,121500,
2022-12-02,Make-up,Foundation,1,98750,GRATIS_ONGKIR,98750,93750
2022-12-02,Medicine,Obat Diabetes,2,195000,NOT_USED,390000,
2022-12-02,Make-up,Concealer & Color Corrector,1,45000,END_YEAR,45000,30000
2022-12-02,Kitchen Equipment,Regulator & Penghemat Gas,1,109000,END_YEAR,109000,94000
2022-12-02,Fashion Wanita,Blazer Wanita,2,49400,NOT_USED,98800,
2022-12-02,Medicine,Obat Diabetes,1,275000,GRATIS_ONGKIR,275000,270000
2022-12-02,Fashion Wanita,Vest Wanita,3,150000,END_YEAR,450000,435000
2022-12-02,Kitchen Equipment,Timbangan Dapur,1,62000,NOT_USED,62000,
2022-12-02,Kitchen Equipment,Regulator & Penghemat Gas,1,65500,END_YEAR,65500,50500
2022-12-02,Kitchen Equipment,Pompa Galon,2,79900,NOT_USED,159800,
2022-12-02,Fashion Pria,Sweater Pria,1,72500,GRATIS_ONGKIR,72500,67500
2022-12-02,Medicine,Obat Lainnya,2,9200,GRATIS_ONGKIR,18400,13400
2022-12-02,Make-up,Foundation,3,99000,GRATIS_ONGKIR,297000,292000
2022-12-02,Fashion Pria,Sweater Pria,1,60000,END_YEAR,60000,45000
2022-12-02,Kitchen Equipment,Pompa Galon,3,24900,NOT_USED,74700,
2022-12-02,Medicine,Obat Lainnya,3,72500,GRATIS_ONGKIR,217500,212500
2022-12-02,Make-up,Setting Spray,3,157500,NOT_USED,472500,
2022-12-02,Kitchen Equipment,Timbangan Dapur,1,149000,NOT_USED,149000,
2022-12-02,Kitchen Equipment,Regulator & Penghemat Gas,2,64000,NOT_USED,128000,
2022-12-02,Electronics,Laser Pointer,3,115000,NOT_USED,345000,
2022-12-02,Medicine,Obat Kulit,3,31000,END_YEAR,93000,78000
2022-12-02,Fashion Pria,Vest Pria,2,260000,END_YEAR,520000,505000
2022-12-02,Medicine,Obat Kulit,3,40684,NOT_USED,122052,
2022-12-02,Make-up,Bedak Wajah,1,77250,END_YEAR,77250,62250
2022-12-02,Make-up,Setting Spray,1,72680,GRATIS_ONGKIR,72680,67680
2022-12-02,Fashion Wanita,Vest Wanita,2,150000,END_YEAR,300000,285000
2022-12-02,Electronics,Mesin Hitung Uang,3,1099900,NOT_USED,3299700,
2022-12-02,Kitchen Equipment,Pompa Galon,3,22000,GRATIS_ONGKIR,66000,61000
2022-12-02,Make-up,Face Primer,1,53000,NOT_USED,53000,
2022-12-02,Make-up,Cushion,2,157250,NOT_USED,314500,
2022-12-02,Electronics,Mesin Hitung Uang,2,899900,GRATIS_ONGKIR,1799800,1794800
2022-12-02,Medicine,Obat Lainnya,3,23214,GRATIS_ONGKIR,69642,64642
2022-12-02,Kitchen Equipment,Timbangan Dapur,3,218000,GRATIS_ONGKIR,654000,649000
2022-12-02,Electronics,Mesin Penghancur Kertas,2,231000,END_YEAR,462000,447000
2022-12-03,Kitchen Equipment,Timbangan Dapur,1,165000,NOT_USED,165000,
2022-12-03,Electronics,Laser Pointer,3,18400,END_YEAR,55200,40200
2022-12-03,Fashion Wanita,Vest Wanita,1,40500,GRATIS_ONGKIR,40500,35500
2022-12-03,Fashion Pria,Vest Pria,3,169000,GRATIS_ONGKIR,507000,502000
2022-12-03,Fashion Pria,Hoodie  Pria,2,74000,GRATIS_ONGKIR,148000,143000
2022-12-03,Kitchen Equipment,Pompa Galon,1,68888,NOT_USED,68888,
2022-12-03,Kitchen Equipment,Water Purifier,2,5800,GRATIS_ONGKIR,11600,6600
2022-12-03,Medicine,Obat Sakit Kepala & Demam,1,67570,END_YEAR,67570,52570
2022-12-03,Fashion Pria,Coat Pria,2,295850,NOT_USED,591700,
2022-12-03,Fashion Pria,Jaket Pria,3,160000,NOT_USED,480000,
2022-12-03,Electronics,Mesin Penghancur Kertas,1,231000,END_YEAR,231000,216000
2022-12-03,Medicine,Obat Alergi,2,278500,END_YEAR,557000,542000
2022-12-03,Medicine,Obat Lainnya,1,18455,END_YEAR,18455,3455
2022-12-03,Make-up,Setting Spray,2,72680,GRATIS_ONGKIR,145360,140360
2022-12-03,Kitchen Equipment,Regulator & Penghemat Gas,1,85000,GRATIS_ONGKIR,85000,80000
2022-12-03,Medicine,Obat Batuk & Pilek,1,25000,GRATIS_ONGKIR,25000,20000
2022-12-03,Fashion Wanita,Sweater Wanita,3,42000,GRATIS_ONGKIR,126000,121000
2022-12-03,Fashion Wanita,Vest Wanita,3,150000,END_YEAR,450000,435000
2022-12-03,Medicine,Obat Lainnya,2,9200,NOT_USED,18400,
2022-12-03,Fashion Pria,Jaket Pria,1,128000,END_YEAR,128000,113000
2022-12-03,Make-up,Concealer & Color Corrector,3,116250,NOT_USED,348750,
2022-12-03,Medicine,Obat Alergi,3,27887,NOT_USED,83661,
2022-12-03,Fashion Wanita,Jacket Wanita,1,60000,GRATIS_ONGKIR,60000,55000
2022-12-03,Kitchen Equipment,Timbangan Dapur,3,29900,GRATIS_ONGKIR,89700,84700
2022-12-03,Fashion Pria,Jaket Pria,3,138500,END_YEAR,415500,400500
2022-12-03,Fashion Pria,Vest Pria,1,75999,GRATIS_ONGKIR,75999,70999
2022-12-03,Fashion Wanita,Blazer Wanita,3,65000,NOT_USED,195000,
2022-12-03,Electronics,Mesin Hitung Uang,1,899900,NOT_USED,899900,
2022-12-03,Medicine,Obat Lainnya,2,14800,GRATIS_ONGKIR,29600,24600
2022-12-03,Fashion Pria,Hoodie  Pria,3,199999,NOT_USED,599997,
2022-12-03,Medicine,Obat Sakit Kepala & Demam,1,1850,END_YEAR,1850,-13150
2022-12-03,Make-up,Face Primer,3,58000,GRATIS_ONGKIR,174000,169000
2022-12-03,Medicine,Obat Jerawat,3,51682,END_YEAR,155046,140046
2022-12-03,Fashion Pria,Jaket Pria,1,140000,NOT_USED,140000,
2022-12-03,Fashion Wanita,Blazer Wanita,1,65000,NOT_USED,65000,
2022-12-03,Make-up,Blush On,3,42660,GRATIS_ONGKIR,127980,122980
2022-12-03,Fashion Wanita,Blazer Wanita,2,199000,NOT_USED,398000,
2022-12-03,Medicine,"Obat Otot, Tulang & Sendi",1,18187,GRATIS_ONGKIR,18187,13187
2022-12-03,Fashion Wanita,Cardigan Wanita,3,650000,GRATIS_ONGKIR,1950000,1945000
2022-12-03,Make-up,Blush On,2,53000,NOT_USED,106000,
2022-12-03,Kitchen Equipment,Dispenser Air,1,1830510,GRATIS_ONGKIR,1830510,1825510
2022-12-03,Fashion Wanita,Blazer Wanita,3,249000,NOT_USED,747000,
2022-12-03,Electronics,Mesin Absensi,3,19000,END_YEAR,57000,42000
2022-12-03,Fashion Wanita,Blazer Wanita,2,75900,NOT_USED,151800,
2022-12-03,Fashion Wanita,Cardigan Wanita,3,99000,GRATIS_ONGKIR,297000,292000
2022-12-03,Medicine,Obat Herbal,1,275000,GRATIS_ONGKIR,275000,270000
2022-12-03,Medicine,Obat Alergi,3,269425,GRATIS_ONGKIR,808275,803275
2022-12-03,Fashion Wanita,Kimono Outer Wanita,3,750000,GRATIS_ONGKIR,2250000,2245000
2022-12-03,Fashion Pria,Hoodie  Pria,1,65000,GRATIS_ONGKIR,65000,60000
2022-12-03,Make-up,Concealer & Color Corrector,2,35200,END_YEAR,70400,55400
2022-12-03,Fashion Wanita,Sweater Wanita,3,69000,GRATIS_ONGKIR,207000,202000
2022-12-03,Make-up,Face Primer,2,51480,NOT_USED,102960,
2022-12-03,Electronics,Mesin Jilid,3,52700,END_YEAR,158100,143100
2022-12-04,Fashion Pria,Vest Pria,2,169000,END_YEAR,338000,323000
2022-12-04,Make-up,Setting Spray,1,157500,NOT_USED,157500,
2022-12-04,Kitchen Equipment,Pompa Galon,3,110000,GRATIS_ONGKIR,330000,325000
2022-12-04,Fashion Pria,Jaket Pria,1,95000,NOT_USED,95000,
2022-12-04,Medicine,Obat Herbal,3,275000,NOT_USED,825000,
2022-12-04,Fashion Pria,Jaket Pria,1,119000,END_YEAR,119000,104000
2022-12-04,Kitchen Equipment,Dispenser Air,3,1650020,NOT_USED,4950060,
2022-12-04,Fashion Pria,Sweater Pria,1,119900,GRATIS_ONGKIR,119900,114900
2022-12-04,Electronics,Kartu RFID,2,1670,END_YEAR,3340,-11660
2022-12-04,Fashion Pria,Hoodie  Pria,2,195000,NOT_USED,390000,
2022-12-04,Fashion Wanita,Jaket Parka Wanita,2,78000,GRATIS_ONGKIR,156000,151000
2022-12-04,Medicine,Obat Diabetes,2,195000,NOT_USED,390000,
2022-12-04,Electronics,Mesin Jilid,3,3750,END_YEAR,11250,-3750
2022-12-04,Medicine,Obat Diabetes,2,25000,END_YEAR,50000,35000
2022-12-04,Fashion Pria,Jaket Pria,3,185000,GRATIS_ONGKIR,555000,550000
2022-12-04,Medicine,Obat Lainnya,3,18455,NOT_USED,55365,
2022-12-04,Kitchen Equipment,Pompa Galon,1,37990,END_YEAR,37990,22990
2022-12-04,Fashion Pria,Hoodie  Pria,1,199999,END_YEAR,199999,184999
2022-12-04,Medicine,Obat Lainnya,3,50000,END_YEAR,150000,135000
2022-12-04,Make-up,Cushion,3,189000,NOT_USED,567000,
2022-12-04,Medicine,Obat Lainnya,2,21724,END_YEAR,43448,28448
2022-12-04,Medicine,Obat Lainnya,2,14800,END_YEAR,29600,14600
2022-12-04,Make-up,Bedak Wajah,3,108750,GRATIS_ONGKIR,326250,321250
2022-12-04,Fashion Pria,Hoodie  Pria,1,199999,END_YEAR,199999,184999
2022-12-04,Kitchen Equipment,Dispenser Air,2,125000,END_YEAR,250000,235000
2022-12-04,Electronics,Mesin Penghancur Kertas,2,490000,GRATIS_ONGKIR,980000,975000
2022-12-04,Medicine,Obat Alergi,2,33343,NOT_USED,66686,
2022-12-04,Make-up,Concealer & Color Corrector,1,35200,END_YEAR,35200,20200
2022-12-04,Medicine,Obat Asma,1,93000,GRATIS_ONGKIR,93000,88000
2022-12-04,Kitchen Equipment,Sarung Kulkas,2,35000,GRATIS_ONGKIR,70000,65000
2022-12-04,Fashion Pria,Jaket Pria,1,100000,GRATIS_ONGKIR,100000,95000
2022-12-04,Fashion Wanita,Vest Wanita,1,54900,END_YEAR,54900,39900
2022-12-04,Fashion Pria,Vest Pria,3,239400,GRATIS_ONGKIR,718200,713200
2022-12-04,Medicine,Obat Lainnya,3,9200,GRATIS_ONGKIR,27600,22600
2022-12-04,Medicine,Obat Lainnya,1,98969,NOT_USED,98969,
2022-12-04,Make-up,Blush On,2,42660,GRATIS_ONGKIR,85320,80320
2022-12-04,Kitchen Equipment,Regulator & Penghemat Gas,3,135000,NOT_USED,405000,
2022-12-04,Medicine,Obat Kulit,1,168999,NOT_USED,168999,
2022-12-04,Make-up,Cushion,3,178322,GRATIS_ONGKIR,534966,529966
2022-12-04,Fashion Wanita,Vest Wanita,3,45500,GRATIS_ONGKIR,136500,131500
2022-12-04,Fashion Wanita,Coat Wanita,1,99999,END_YEAR,99999,84999
2022-12-04,Fashion Wanita,Cardigan Wanita,3,50000,END_YEAR,150000,135000
2022-12-04,Medicine,Obat Pencernaan & Penyakit Lainnya,2,49575,GRATIS_ONGKIR,99150,94150
2022-12-04,Kitchen Equipment,Timbangan Dapur,3,57000,END_YEAR,171000,156000
2022-12-04,Medicine,Obat Lainnya,2,23214,NOT_USED,46428,
2022-12-04,Medicine,Obat Lainnya,2,72500,END_YEAR,145000,130000
2022-12-04,Fashion Wanita,Cardigan Wanita,2,50000,GRATIS_ONGKIR,100000,95000
2022-12-04,Electronics,Mesin Laminating,3,185000,GRATIS_ONGKIR,555000,550000
